Sender-KntNr,Empfaenger-KntNr,Verwendungszweck,Betrag,Buchungsdatum
AT33 9460 1594 8170 4365,AT34 9862 5121 9751 5569,Schulden,358.49,22.12.2018
AT23 3627 5889 5495 9166,AT50 5914 7535 5076 3985,Warenhandel,504.17,02.04.2017
AT78 4116 4634 9458 1407,AT60 2383 6562 9293 9096,Aktien,786.93,18.06.2018
AT87 4186 5190 8996 4168,AT55 8940 9044 2599 2567,Aktien,711.57,11.02.2018
AT71 8337 5842 2084 3742,AT36 6263 5656 5947 3628,Warenhandel,420.24,09.08.2017
AT10 0760 7731 4855 1789,AT27 4281 9942 0389 1927,Auto,720.21,25.10.2018
AT80 3954 6633 3875 0597,AT73 0351 6823 5615 7175,Warenhandel,586.68,07.04.2018
AT71 7270 8831 6056 9024,AT73 2816 5898 3126 3532,Neueinrichtung,992.37,03.03.2017
AT23 3627 5889 5495 9166,AT99 3877 4273 7047 3592,Schulden,599.92,03.05.2017
AT57 6282 2830 8723 9867,AT71 8337 5842 2084 3742,Schulden,347.73,23.04.2017
AT85 9841 6026 7949 4737,AT46 4038 8451 6269 6532,Spende,693.41,23.10.2018
AT49 7869 6462 7722 2559,AT25 2252 4773 6239 8605,,731.10,06.10.2018
AT80 0414 2633 0638 0714,AT49 7869 6462 7722 2559,Leben,111.90,08.05.2018
AT83 4593 9652 1831 9309,AT47 9309 4409 4792 4785,Leben,822.05,05.08.2017
AT52 4761 1464 4792 5682,AT30 9896 8538 8240 1931,Aktien,325.20,01.01.2018
AT21 3259 6395 4314 9840,AT55 8940 9044 2599 2567,Neueinrichtung,896.85,09.06.2018
AT87 6023 4362 1392 0577,AT50 5914 7535 5076 3985,Warenhandel,833.56,27.09.2018
AT60 2383 6562 9293 9096,AT49 7869 6462 7722 2559,Schulden,917.37,17.10.2017
AT60 2383 6562 9293 9096,AT77 5714 5121 8373 3333,Warenhandel,148.70,11.09.2018
AT76 6888 8605 9695 7795,AT56 8206 6127 2233 7903,Leben,119.15,05.11.2017
AT57 0089 3636 6067 8915,AT23 3627 5889 5495 9166,Aktien,119.06,17.04.2018
AT38 1771 0448 8518 9824,AT76 6888 8605 9695 7795,Auto,801.37,02.04.2017
AT11 8048 7611 7051 3113,AT80 0414 2633 0638 0714,Leben,143.41,18.11.2017
AT45 2213 9912 6657 0320,AT82 8137 7112 6694 2806,Auto,540.24,27.08.2018
AT00 3837 1294 3259 1959,AT49 7869 6462 7722 2559,Aktien,98.29,23.11.2017
AT78 6280 7841 3225 0685,AT48 4644 0976 8993 2171,Leben,323.54,24.02.2017
AT80 0414 2633 0638 0714,AT56 8206 6127 2233 7903,Neueinrichtung,583.66,17.06.2018
AT52 4761 1464 4792 5682,AT34 2568 3484 0062 8014,Aktien,610.16,02.01.2017
AT05 1748 1837 7869 6873,AT71 8337 5842 2084 3742,Warenhandel,685.07,23.10.2018
AT11 9371 9162 5540 3652,AT78 4116 4634 9458 1407,Leben,124.85,25.08.2018
AT30 9896 8538 8240 1931,AT46 4038 8451 6269 6532,,295.43,25.08.2017
AT17 4463 0026 7361 8389,AT60 2383 6562 9293 9096,Aktien,368.99,09.05.2017
AT57 6282 2830 8723 9867,AT57 0089 3636 6067 8915,Neueinrichtung,833.80,01.11.2017
AT32 3293 7887 1273 6568,AT34 1779 1973 2337 2860,Spende,268.22,13.07.2018
AT38 1771 0448 8518 9824,AT27 4281 9942 0389 1927,Aktien,998.09,16.07.2017
AT37 2200 1453 3654 4508,AT65 9915 4585 9244 5764,Spende,937.30,19.06.2018
AT21 3259 6395 4314 9840,AT73 7449 0172 9499 3958,,190.82,10.07.2017
AT61 7283 8477 5641 3823,AT46 4038 8451 6269 6532,,141.78,28.04.2018
AT17 4463 0026 7361 8389,AT34 1779 1973 2337 2860,Spende,170.44,03.02.2018
AT87 4186 5190 8996 4168,AT52 4761 1464 4792 5682,Aktien,436.54,04.06.2018
AT48 4644 0976 8993 2171,AT99 3877 4273 7047 3592,Spende,51.67,21.10.2017
AT73 7449 0172 9499 3958,AT83 4593 9652 1831 9309,,312.99,20.10.2018
AT73 0351 6823 5615 7175,AT21 3259 6395 4314 9840,Warenhandel,121.37,11.03.2018
AT17 4463 0026 7361 8389,AT34 2568 3484 0062 8014,Aktien,897.82,06.08.2018
AT34 2568 3484 0062 8014,AT11 8048 7611 7051 3113,Aktien,242.29,01.12.2018
AT05 1748 1837 7869 6873,AT21 3259 6395 4314 9840,Neueinrichtung,63.91,10.07.2018
AT09 1239 5645 2894 7413,AT57 0089 3636 6067 8915,Spende,459.92,25.08.2018
AT57 6282 2830 8723 9867,AT52 4761 1464 4792 5682,Spende,517.91,07.10.2018
AT58 0042 4020 9493 7961,AT85 7494 8192 8332 9402,Leben,128.07,28.04.2017
AT05 1748 1837 7869 6873,AT56 8206 6127 2233 7903,Warenhandel,873.96,17.04.2018
AT94 6088 9228 6351 2124,AT25 2252 4773 6239 8605,Leben,108.96,21.06.2017
AT83 2055 0343 5031 5242,AT65 9915 4585 9244 5764,Neueinrichtung,433.65,27.07.2017
AT78 4116 4634 9458 1407,AT34 2568 3484 0062 8014,Schulden,19.16,19.08.2018
AT65 9915 4585 9244 5764,AT71 8337 5842 2084 3742,Spende,700.48,03.08.2018
AT11 9371 9162 5540 3652,AT23 3627 5889 5495 9166,Warenhandel,56.35,02.11.2017
AT87 4186 5190 8996 4168,AT11 9371 9162 5540 3652,Warenhandel,94.50,18.08.2017
AT08 8242 4149 1806 1191,AT73 0351 6823 5615 7175,Warenhandel,605.75,16.10.2017
AT08 8242 4149 1806 1191,AT47 9309 4409 4792 4785,Auto,827.41,04.11.2018
AT08 8242 4149 1806 1191,AT78 6280 7841 3225 0685,Warenhandel,905.98,04.02.2018
AT83 4593 9652 1831 9309,AT80 0414 2633 0638 0714,,852.05,17.10.2018
AT17 4463 0026 7361 8389,AT08 8242 4149 1806 1191,,253.90,22.04.2018
AT81 1104 3648 6492 1249,AT73 7449 0172 9499 3958,Auto,955.52,19.01.2018
AT73 2816 5898 3126 3532,AT87 6023 4362 1392 0577,Leben,285.16,22.10.2017
AT73 7449 0172 9499 3958,AT37 2200 1453 3654 4508,Schulden,611.80,03.03.2017
AT67 5686 4643 8701 0396,AT76 6888 8605 9695 7795,Aktien,397.60,10.01.2017
AT76 6888 8605 9695 7795,AT73 0351 6823 5615 7175,Leben,100.86,27.05.2017
AT61 7283 8477 5641 3823,AT36 6263 5656 5947 3628,Auto,334.58,15.01.2018
AT52 4761 1464 4792 5682,AT00 3837 1294 3259 1959,,808.15,22.05.2017
AT00 3837 1294 3259 1959,AT34 1779 1973 2337 2860,Spende,461.09,04.11.2017
AT56 8206 6127 2233 7903,AT73 7449 0172 9499 3958,Schulden,275.51,17.10.2017
AT71 8337 5842 2084 3742,AT81 8069 2275 3090 5366,Spende,212.52,28.01.2017
AT32 3293 7887 1273 6568,AT81 1104 3648 6492 1249,Warenhandel,54.85,25.06.2017
AT73 2816 5898 3126 3532,AT76 6888 8605 9695 7795,Auto,977.82,03.09.2018
AT52 4761 1464 4792 5682,AT47 9309 4409 4792 4785,,280.93,26.08.2017
AT25 2252 4773 6239 8605,AT81 8069 2275 3090 5366,Spende,406.04,21.04.2018
AT76 6888 8605 9695 7795,AT71 8337 5842 2084 3742,Neueinrichtung,467.91,07.01.2017
AT00 3837 1294 3259 1959,AT49 7869 6462 7722 2559,Auto,189.67,04.03.2018
AT94 6088 9228 6351 2124,AT78 4116 4634 9458 1407,Neueinrichtung,721.75,12.05.2017
AT30 9896 8538 8240 1931,AT36 6263 5656 5947 3628,Warenhandel,73.14,02.10.2017
AT32 3293 7887 1273 6568,AT08 8242 4149 1806 1191,Warenhandel,410.77,22.08.2018
AT47 9309 4409 4792 4785,AT95 5079 3033 2191 2643,Warenhandel,447.02,19.05.2017
AT73 2816 5898 3126 3532,AT81 1104 3648 6492 1249,Warenhandel,275.27,28.11.2017
AT25 2252 4773 6239 8605,AT46 4038 8451 6269 6532,Schulden,714.57,08.10.2018
AT57 6282 2830 8723 9867,AT31 5368 4239 0622 2678,Auto,953.27,14.07.2018
AT34 2568 3484 0062 8014,AT99 3877 4273 7047 3592,Spende,335.45,04.04.2018
AT61 7283 8477 5641 3823,AT71 7270 8831 6056 9024,Neueinrichtung,226.96,22.05.2018
AT80 0414 2633 0638 0714,AT85 7494 8192 8332 9402,Auto,919.15,04.11.2017
AT77 0689 8601 7267 2419,AT46 4038 8451 6269 6532,Spende,20.52,15.07.2018
AT58 0042 4020 9493 7961,AT11 8048 7611 7051 3113,Schulden,161.84,21.12.2018
AT60 2383 6562 9293 9096,AT80 0414 2633 0638 0714,Leben,852.58,19.10.2018
AT89 1722 5241 3201 1443,AT77 5714 5121 8373 3333,Leben,938.88,24.02.2017
AT85 7494 8192 8332 9402,AT56 8206 6127 2233 7903,,651.70,04.12.2018
AT37 4165 0290 7991 9354,AT57 0089 3636 6067 8915,Leben,950.04,23.01.2018
AT81 1104 3648 6492 1249,AT09 1239 5645 2894 7413,Neueinrichtung,542.77,22.05.2018
AT37 4165 0290 7991 9354,AT81 8069 2275 3090 5366,Schulden,18.96,18.09.2018
AT33 9460 1594 8170 4365,AT65 9915 4585 9244 5764,Aktien,744.24,21.06.2017
AT08 8242 4149 1806 1191,AT80 0414 2633 0638 0714,Spende,431.27,05.05.2018
AT67 5686 4643 8701 0396,AT73 7449 0172 9499 3958,Spende,631.03,07.04.2017
AT95 5079 3033 2191 2643,AT49 7869 6462 7722 2559,Warenhandel,115.77,09.06.2017
AT47 9309 4409 4792 4785,AT37 2200 1453 3654 4508,,717.06,07.09.2017
AT23 3627 5889 5495 9166,AT11 9371 9162 5540 3652,Spende,720.50,12.04.2018
AT96 2315 8547 9857 4362,AT30 9896 8538 8240 1931,Auto,993.84,16.05.2018
AT08 8242 4149 1806 1191,AT37 2200 1453 3654 4508,Spende,914.65,19.03.2018
AT55 8940 9044 2599 2567,AT37 4165 0290 7991 9354,Aktien,899.70,20.01.2017
AT96 2315 8547 9857 4362,AT30 9896 8538 8240 1931,Spende,21.16,18.04.2018
AT71 8337 5842 2084 3742,AT34 9862 5121 9751 5569,Leben,307.39,08.11.2017
AT49 7869 6462 7722 2559,AT71 8337 5842 2084 3742,Aktien,888.04,06.09.2018
AT94 6088 9228 6351 2124,AT73 2816 5898 3126 3532,,289.72,01.11.2018
AT34 9862 5121 9751 5569,AT21 3259 6395 4314 9840,Auto,137.10,06.05.2018
AT50 5914 7535 5076 3985,AT85 7494 8192 8332 9402,Aktien,595.34,18.09.2017
AT11 9371 9162 5540 3652,AT11 8048 7611 7051 3113,Auto,777.60,21.01.2017
AT52 4761 1464 4792 5682,AT46 4038 8451 6269 6532,Warenhandel,358.81,02.06.2017
AT67 5686 4643 8701 0396,AT83 4593 9652 1831 9309,Warenhandel,761.49,03.02.2017
AT30 9896 8538 8240 1931,AT37 4165 0290 7991 9354,Leben,993.59,23.08.2017
AT83 4593 9652 1831 9309,AT99 3877 4273 7047 3592,Leben,957.44,24.10.2017
AT83 2055 0343 5031 5242,AT34 2568 3484 0062 8014,Warenhandel,371.22,24.06.2018
AT09 1239 5645 2894 7413,AT47 9309 4409 4792 4785,Neueinrichtung,247.05,07.01.2018
AT34 1779 1973 2337 2860,AT27 4281 9942 0389 1927,Neueinrichtung,269.17,08.08.2018
AT10 0760 7731 4855 1789,AT09 1239 5645 2894 7413,Spende,783.65,21.02.2018
AT82 8137 7112 6694 2806,AT49 7869 6462 7722 2559,Spende,336.91,23.04.2017
AT57 6282 2830 8723 9867,AT73 0351 6823 5615 7175,Warenhandel,557.00,07.04.2018
AT37 4165 0290 7991 9354,AT73 7449 0172 9499 3958,Warenhandel,548.83,28.04.2017
AT73 2816 5898 3126 3532,AT34 2568 3484 0062 8014,Spende,6.55,07.04.2017
AT48 4644 0976 8993 2171,AT83 2055 0343 5031 5242,Spende,201.92,24.02.2018
AT46 4038 8451 6269 6532,AT80 0414 2633 0638 0714,Auto,304.41,09.07.2017
AT34 2568 3484 0062 8014,AT08 8242 4149 1806 1191,Spende,85.16,25.04.2018
AT85 7494 8192 8332 9402,AT34 1779 1973 2337 2860,Neueinrichtung,503.19,16.12.2018
AT49 7869 6462 7722 2559,AT73 2816 5898 3126 3532,Neueinrichtung,671.43,07.11.2017
AT83 4593 9652 1831 9309,AT34 9862 5121 9751 5569,Aktien,424.83,05.01.2017
AT49 7869 6462 7722 2559,AT65 9915 4585 9244 5764,,971.49,24.06.2018
AT45 2213 9912 6657 0320,AT36 6263 5656 5947 3628,Warenhandel,789.47,06.07.2017
AT83 2055 0343 5031 5242,AT89 1722 5241 3201 1443,Schulden,138.05,06.01.2017
AT73 4879 0209 4159 7619,AT30 9896 8538 8240 1931,Leben,362.58,16.07.2018
AT61 7283 8477 5641 3823,AT31 5368 4239 0622 2678,Schulden,672.93,28.02.2018
AT25 2252 4773 6239 8605,AT95 5079 3033 2191 2643,Aktien,388.17,15.01.2017
AT81 8069 2275 3090 5366,AT57 0089 3636 6067 8915,,454.30,27.09.2018
AT09 1239 5645 2894 7413,AT94 6088 9228 6351 2124,Aktien,814.89,14.05.2017
AT77 5714 5121 8373 3333,AT47 9309 4409 4792 4785,Aktien,660.94,21.12.2018
AT27 4281 9942 0389 1927,AT47 9309 4409 4792 4785,Neueinrichtung,676.25,10.05.2017
AT37 2200 1453 3654 4508,AT85 7494 8192 8332 9402,,348.84,25.01.2017
AT57 6282 2830 8723 9867,AT36 6263 5656 5947 3628,Auto,963.24,21.08.2018
AT23 3627 5889 5495 9166,AT78 6280 7841 3225 0685,Leben,764.02,03.10.2018
AT57 0089 3636 6067 8915,AT49 7869 6462 7722 2559,,234.65,04.03.2017
AT87 4186 5190 8996 4168,AT08 8242 4149 1806 1191,Warenhandel,714.56,05.08.2018
AT76 6888 8605 9695 7795,AT71 7270 8831 6056 9024,Auto,885.41,26.08.2017
AT94 6088 9228 6351 2124,AT81 8069 2275 3090 5366,Warenhandel,673.96,19.05.2018
AT67 5686 4643 8701 0396,AT73 2816 5898 3126 3532,Spende,50.92,20.08.2018
AT52 4761 1464 4792 5682,AT30 9896 8538 8240 1931,Warenhandel,139.98,24.04.2018
AT95 5079 3033 2191 2643,AT11 8048 7611 7051 3113,Spende,671.43,01.04.2018
AT25 2252 4773 6239 8605,AT37 2200 1453 3654 4508,Spende,72.64,25.07.2018
AT76 6888 8605 9695 7795,AT23 3627 5889 5495 9166,Aktien,958.86,04.11.2018
AT08 8242 4149 1806 1191,AT31 5368 4239 0622 2678,Spende,513.04,11.02.2018
AT57 0089 3636 6067 8915,AT48 4644 0976 8993 2171,,8.53,05.04.2018
AT32 3293 7887 1273 6568,AT77 5714 5121 8373 3333,Auto,537.56,03.03.2017
AT05 1748 1837 7869 6873,AT25 2252 4773 6239 8605,Auto,946.36,17.11.2018
AT17 4463 0026 7361 8389,AT73 7449 0172 9499 3958,Schulden,968.23,27.08.2017
AT11 8048 7611 7051 3113,AT78 6280 7841 3225 0685,Leben,268.09,02.05.2018
AT34 2568 3484 0062 8014,AT47 9309 4409 4792 4785,Aktien,753.43,11.08.2017
AT10 0760 7731 4855 1789,AT71 7270 8831 6056 9024,Schulden,195.77,15.07.2017
AT31 5368 4239 0622 2678,AT89 1722 5241 3201 1443,,661.16,01.05.2018
AT94 6088 9228 6351 2124,AT56 8206 6127 2233 7903,Warenhandel,359.25,28.10.2018
AT34 9862 5121 9751 5569,AT50 5914 7535 5076 3985,Aktien,335.60,23.10.2018
AT11 9371 9162 5540 3652,AT76 6888 8605 9695 7795,Schulden,64.49,09.12.2018
AT00 3837 1294 3259 1959,AT37 4165 0290 7991 9354,Neueinrichtung,879.64,01.03.2018
AT11 9371 9162 5540 3652,AT83 2055 0343 5031 5242,Aktien,751.12,20.09.2017
AT89 1722 5241 3201 1443,AT65 9915 4585 9244 5764,Spende,215.69,20.11.2017
AT67 5686 4643 8701 0396,AT76 6888 8605 9695 7795,Aktien,830.90,06.10.2018
AT52 4761 1464 4792 5682,AT99 3877 4273 7047 3592,Warenhandel,243.55,28.01.2017
AT95 5079 3033 2191 2643,AT99 3877 4273 7047 3592,,416.71,08.01.2018
AT25 2252 4773 6239 8605,AT89 1722 5241 3201 1443,Aktien,609.60,12.10.2017
AT49 7869 6462 7722 2559,AT36 6263 5656 5947 3628,Neueinrichtung,762.69,06.10.2018
AT83 2055 0343 5031 5242,AT36 6263 5656 5947 3628,Leben,271.72,10.12.2018
AT48 4644 0976 8993 2171,AT81 8069 2275 3090 5366,Aktien,465.80,24.01.2018
AT37 2200 1453 3654 4508,AT23 3627 5889 5495 9166,Warenhandel,547.75,20.03.2018
AT23 3627 5889 5495 9166,AT81 8069 2275 3090 5366,Aktien,719.12,07.11.2017
AT52 4761 1464 4792 5682,AT46 4038 8451 6269 6532,Spende,70.94,13.09.2017
AT55 8940 9044 2599 2567,AT95 5079 3033 2191 2643,,519.74,10.04.2018
AT49 7869 6462 7722 2559,AT11 9371 9162 5540 3652,Warenhandel,286.02,15.03.2017
AT80 3954 6633 3875 0597,AT65 9915 4585 9244 5764,Neueinrichtung,147.62,03.08.2018
AT78 4116 4634 9458 1407,AT37 2200 1453 3654 4508,Auto,559.92,07.01.2017
AT80 0414 2633 0638 0714,AT85 7494 8192 8332 9402,Schulden,928.36,03.06.2018
AT08 8242 4149 1806 1191,AT57 0089 3636 6067 8915,Spende,621.53,09.09.2017
AT77 0689 8601 7267 2419,AT65 9915 4585 9244 5764,Warenhandel,627.89,20.09.2017
AT89 1722 5241 3201 1443,AT65 9915 4585 9244 5764,Aktien,494.65,23.08.2017
AT38 1771 0448 8518 9824,AT95 5079 3033 2191 2643,,576.07,28.10.2017
AT38 1771 0448 8518 9824,AT60 2383 6562 9293 9096,Leben,747.31,03.08.2018
AT48 4644 0976 8993 2171,AT34 1779 1973 2337 2860,Spende,119.54,04.05.2018
AT34 1779 1973 2337 2860,AT87 6023 4362 1392 0577,Leben,772.82,25.07.2017
AT99 3877 4273 7047 3592,AT56 8206 6127 2233 7903,Aktien,149.70,06.09.2017
AT89 1722 5241 3201 1443,AT50 5914 7535 5076 3985,Spende,469.37,11.10.2017
AT31 5368 4239 0622 2678,AT09 1239 5645 2894 7413,Warenhandel,157.58,06.05.2018
AT83 4593 9652 1831 9309,AT94 6088 9228 6351 2124,Aktien,532.65,18.01.2017
AT34 2568 3484 0062 8014,AT00 3837 1294 3259 1959,Aktien,706.54,15.06.2017
AT30 9896 8538 8240 1931,AT23 3627 5889 5495 9166,Schulden,759.82,05.06.2017
AT65 9915 4585 9244 5764,AT55 8940 9044 2599 2567,Aktien,884.72,02.08.2018
AT73 4879 0209 4159 7619,AT89 1722 5241 3201 1443,Leben,71.99,22.02.2017
AT23 3627 5889 5495 9166,AT60 2383 6562 9293 9096,Warenhandel,23.54,20.07.2017
AT85 9841 6026 7949 4737,AT73 7449 0172 9499 3958,Leben,992.85,09.08.2018
AT78 4116 4634 9458 1407,AT30 9896 8538 8240 1931,Spende,643.99,11.05.2018
AT94 6088 9228 6351 2124,AT27 4281 9942 0389 1927,Warenhandel,705.85,18.03.2018
AT76 6888 8605 9695 7795,AT71 8337 5842 2084 3742,Neueinrichtung,919.99,15.05.2018
AT36 6263 5656 5947 3628,AT25 2252 4773 6239 8605,Spende,83.24,13.06.2017
AT30 9896 8538 8240 1931,AT57 0089 3636 6067 8915,Leben,716.02,03.11.2017
AT17 4463 0026 7361 8389,AT34 1779 1973 2337 2860,Neueinrichtung,706.06,20.07.2017
AT11 8048 7611 7051 3113,AT34 1779 1973 2337 2860,Neueinrichtung,88.09,05.10.2017
AT34 2568 3484 0062 8014,AT89 1722 5241 3201 1443,Neueinrichtung,655.46,16.05.2018
AT89 1722 5241 3201 1443,AT34 2568 3484 0062 8014,Warenhandel,533.22,17.04.2017
AT85 9841 6026 7949 4737,AT34 1779 1973 2337 2860,Warenhandel,876.29,13.04.2017
AT37 2200 1453 3654 4508,AT57 0089 3636 6067 8915,Schulden,776.59,01.07.2018
AT47 9309 4409 4792 4785,AT89 1722 5241 3201 1443,Schulden,885.56,20.10.2018
AT46 4038 8451 6269 6532,AT34 2568 3484 0062 8014,Schulden,171.06,13.12.2018
AT73 7449 0172 9499 3958,AT99 3877 4273 7047 3592,Neueinrichtung,326.02,13.05.2017
AT73 4879 0209 4159 7619,AT71 8337 5842 2084 3742,Aktien,0.67,01.07.2018
AT73 2816 5898 3126 3532,AT47 9309 4409 4792 4785,Aktien,253.60,21.03.2018
AT00 3837 1294 3259 1959,AT11 8048 7611 7051 3113,Aktien,428.33,14.09.2018
AT46 4038 8451 6269 6532,AT87 6023 4362 1392 0577,,881.54,17.02.2017
AT77 5714 5121 8373 3333,AT71 8337 5842 2084 3742,Spende,974.42,03.08.2018
AT73 7449 0172 9499 3958,AT71 7270 8831 6056 9024,Leben,798.43,01.08.2018
AT52 4761 1464 4792 5682,AT73 0351 6823 5615 7175,Aktien,569.52,07.06.2018
AT56 8206 6127 2233 7903,AT09 1239 5645 2894 7413,Auto,509.32,17.09.2018
AT87 4186 5190 8996 4168,AT37 4165 0290 7991 9354,Schulden,49.80,09.11.2018
AT95 5079 3033 2191 2643,AT81 1104 3648 6492 1249,Leben,658.77,09.07.2018
AT80 0414 2633 0638 0714,AT31 5368 4239 0622 2678,Neueinrichtung,853.94,16.10.2017
AT73 2816 5898 3126 3532,AT81 8069 2275 3090 5366,Aktien,213.92,04.03.2018
AT87 6023 4362 1392 0577,AT11 9371 9162 5540 3652,Warenhandel,870.12,02.06.2017
AT49 7869 6462 7722 2559,AT34 2568 3484 0062 8014,Auto,21.43,26.02.2017
AT11 9371 9162 5540 3652,AT21 3259 6395 4314 9840,Schulden,394.31,20.08.2018
AT38 1771 0448 8518 9824,AT80 0414 2633 0638 0714,Aktien,504.23,01.02.2018
AT95 5079 3033 2191 2643,AT34 1779 1973 2337 2860,Neueinrichtung,21.64,25.07.2017
AT81 1104 3648 6492 1249,AT27 4281 9942 0389 1927,Spende,333.88,19.01.2017
AT99 3877 4273 7047 3592,AT48 4644 0976 8993 2171,Neueinrichtung,973.09,27.09.2018
AT25 2252 4773 6239 8605,AT76 6888 8605 9695 7795,Auto,408.30,01.02.2017
AT87 4186 5190 8996 4168,AT95 5079 3033 2191 2643,Auto,612.31,17.06.2018
AT96 2315 8547 9857 4362,AT37 2200 1453 3654 4508,Neueinrichtung,915.04,04.08.2017
AT23 3627 5889 5495 9166,AT31 5368 4239 0622 2678,Auto,824.95,25.06.2018
AT23 3627 5889 5495 9166,AT85 7494 8192 8332 9402,Schulden,850.18,18.04.2018
AT47 9309 4409 4792 4785,AT27 4281 9942 0389 1927,Schulden,146.40,12.01.2017
AT83 2055 0343 5031 5242,AT09 1239 5645 2894 7413,Spende,232.93,04.04.2018
AT76 6888 8605 9695 7795,AT31 5368 4239 0622 2678,Leben,509.83,14.05.2018
AT65 9915 4585 9244 5764,AT81 8069 2275 3090 5366,Warenhandel,811.02,12.03.2018
AT58 0042 4020 9493 7961,AT31 5368 4239 0622 2678,Schulden,44.04,14.02.2018
AT85 7494 8192 8332 9402,AT71 7270 8831 6056 9024,Neueinrichtung,545.25,12.11.2018
AT77 0689 8601 7267 2419,AT36 6263 5656 5947 3628,,250.32,06.10.2017
AT71 7270 8831 6056 9024,AT65 9915 4585 9244 5764,Warenhandel,268.63,06.04.2018
AT71 7270 8831 6056 9024,AT21 3259 6395 4314 9840,Auto,935.33,14.05.2017
AT55 8940 9044 2599 2567,AT81 1104 3648 6492 1249,Neueinrichtung,148.73,14.04.2017
AT87 6023 4362 1392 0577,AT83 4593 9652 1831 9309,Neueinrichtung,371.93,01.03.2018
AT80 3954 6633 3875 0597,AT11 9371 9162 5540 3652,Leben,216.17,25.12.2018
AT17 4463 0026 7361 8389,AT81 1104 3648 6492 1249,Aktien,893.76,22.11.2017
AT58 0042 4020 9493 7961,AT73 2816 5898 3126 3532,Auto,284.18,24.03.2018
AT73 7449 0172 9499 3958,AT56 8206 6127 2233 7903,Schulden,663.49,10.08.2017
AT65 9915 4585 9244 5764,AT37 2200 1453 3654 4508,Aktien,643.52,15.11.2018
AT49 7869 6462 7722 2559,AT94 6088 9228 6351 2124,Auto,576.54,02.09.2017
AT09 1239 5645 2894 7413,AT30 9896 8538 8240 1931,,243.73,06.02.2018
AT21 3259 6395 4314 9840,AT80 0414 2633 0638 0714,Neueinrichtung,418.68,13.01.2017
AT95 5079 3033 2191 2643,AT55 8940 9044 2599 2567,Neueinrichtung,469.81,16.10.2018
AT71 8337 5842 2084 3742,AT50 5914 7535 5076 3985,Schulden,858.17,01.11.2017
AT82 8137 7112 6694 2806,AT71 7270 8831 6056 9024,Auto,884.71,21.11.2018
AT05 1748 1837 7869 6873,AT71 8337 5842 2084 3742,Leben,560.62,23.08.2017
AT48 4644 0976 8993 2171,AT78 4116 4634 9458 1407,Aktien,499.75,27.07.2017
AT17 4463 0026 7361 8389,AT34 2568 3484 0062 8014,Warenhandel,470.99,17.08.2017
AT87 4186 5190 8996 4168,AT56 8206 6127 2233 7903,Aktien,102.45,16.02.2018
AT48 4644 0976 8993 2171,AT96 2315 8547 9857 4362,Warenhandel,109.74,12.06.2018
AT67 5686 4643 8701 0396,AT34 2568 3484 0062 8014,,541.10,23.02.2017
AT34 9862 5121 9751 5569,AT21 3259 6395 4314 9840,Aktien,454.69,09.12.2018
AT57 6282 2830 8723 9867,AT31 5368 4239 0622 2678,Schulden,468.86,20.03.2018
AT83 4593 9652 1831 9309,AT09 1239 5645 2894 7413,Warenhandel,201.00,09.07.2018
AT81 1104 3648 6492 1249,AT31 5368 4239 0622 2678,Leben,847.22,27.10.2017
AT05 1748 1837 7869 6873,AT71 8337 5842 2084 3742,Neueinrichtung,773.59,04.11.2017
AT30 9896 8538 8240 1931,AT60 2383 6562 9293 9096,Schulden,828.59,07.07.2018
AT67 5686 4643 8701 0396,AT78 6280 7841 3225 0685,Aktien,484.43,05.03.2017
AT37 2200 1453 3654 4508,AT81 1104 3648 6492 1249,Aktien,123.34,20.11.2018
AT99 3877 4273 7047 3592,AT37 2200 1453 3654 4508,Aktien,727.08,17.05.2017
AT34 9862 5121 9751 5569,AT08 8242 4149 1806 1191,Leben,60.13,14.01.2017
AT52 4761 1464 4792 5682,AT34 9862 5121 9751 5569,Aktien,220.77,07.10.2018
AT36 6263 5656 5947 3628,AT65 9915 4585 9244 5764,Leben,992.21,13.01.2017
AT99 3877 4273 7047 3592,AT80 0414 2633 0638 0714,,491.70,02.09.2018
AT67 5686 4643 8701 0396,AT37 2200 1453 3654 4508,Schulden,340.20,07.08.2017
AT58 0042 4020 9493 7961,AT73 0351 6823 5615 7175,Spende,912.83,18.06.2018
AT34 9862 5121 9751 5569,AT81 8069 2275 3090 5366,Leben,972.01,15.06.2017
AT34 1779 1973 2337 2860,AT81 1104 3648 6492 1249,,295.76,05.01.2017
AT76 6888 8605 9695 7795,AT60 2383 6562 9293 9096,,540.38,12.06.2018
AT82 8137 7112 6694 2806,AT83 2055 0343 5031 5242,Spende,523.94,21.05.2017
AT67 5686 4643 8701 0396,AT46 4038 8451 6269 6532,Schulden,933.45,17.11.2017
AT55 8940 9044 2599 2567,AT83 4593 9652 1831 9309,,134.13,20.02.2017
AT85 9841 6026 7949 4737,AT52 4761 1464 4792 5682,Spende,950.75,19.03.2017
AT11 9371 9162 5540 3652,AT47 9309 4409 4792 4785,Warenhandel,656.75,07.06.2017
AT11 8048 7611 7051 3113,AT08 8242 4149 1806 1191,Warenhandel,240.87,27.05.2018
AT73 7449 0172 9499 3958,AT87 6023 4362 1392 0577,Aktien,640.17,05.04.2017
AT27 4281 9942 0389 1927,AT87 6023 4362 1392 0577,Schulden,671.80,28.03.2018
